University,services,website
University of Wisconsin-Marinette,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Personal counseling; Adult (re-entering) student services/programs; Veteran's counselor; Financial aid counseling; Minority students services,www.marinette.uwc.edu 
Walters State Community College,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.ws.edu 
Walsh College of Accountancy and Business Administration,Career counseling; Employment services for undergraduates; Financial aid counseling; Placement services for graduates; Veteran's counselor,www.walshcollege.edu 
Zane State College,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Financial aid counseling; Minority students services,www.zanestate.edu 
Madison Area Technical College,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor,www.madisoncollege.edu 
Black Hawk College: East Campus,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Veteran's counselor,www.bhc.edu 
Widener University,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services; Minority students services; Women's services; Placement services for graduates,www.widener.edu 
Bloomsburg University of Pennsylvania,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.bloomu.edu 
California University of Pennsylvania,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Economically disadvantaged students services; Minority students services,www.calu.edu 
Cheyney University of Pennsylvania,Career counseling; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Veteran's counselor; Adult (re-entering) student services/programs,www.cheyney.edu 
Clarion University of Pennsylvania,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Economically disadvantaged students services,www.clarion.edu 
East Stroudsburg University of Pennsylvania,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Minority students services; Women's services; Alcohol/substance abuse counseling,www.esu.edu 
Edinboro University of Pennsylvania,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.edinboro.edu 
Indiana University of Pennsylvania,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.iup.edu 
